ID,YEAR,STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRUC,CVLLBRFR,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
FL-16-1988,1988,FL,12,43,16,0,5,143414,59373,25929,26720,0,1, , ,0,76403,3072,5203,20218,1.61,117464,28321,2083517,1507,18272,29022,0,20947,0,0,335,,340.9688122,513840,,76,4846,17839,10255,9.6,505401,0,65865,58687
FL-17-1988,1988,FL,12,43,17,0,5,127228,59373,137365,40329,1,1, , ,0,83731,2686,6247,15332,1.61,144345,32672,2083517,106,20896,37597,0,17740,0,0,370,,4840.273585,513069,,0,5529,16999,13158,9.6,513069,0,52443,56279
FL-18-1988,1988,FL,12,43,18,0,5,199991,59373,81165,43345,1,1, , ,0,58851,2533,4674,16483,1.61,267848,24147,2083517,58,15403,40728,0,14703,0,0,357,,8842.327586,512855,,0,4070,14519,13814,9.6,512855,708,38231,50714
FL-19-1988,1988,FL,12,43,19,0,5,70703,59373,61909,20307,1,1, , ,0,86306,7229,8899,21863,1.61,99620,37388,2083517,2258,22546,17740,0,22368,3,1,8541,1,227.1674048,512944,,1088,5943,18760,9600,9.6,480069,0,65084,53717
GA-1-1988,1988,GA,13,44,1,0,5,88740,29982,179760,45060,0,1, , ,0,104003,8942,8976,8942,1.61,8147,41549,35801,9604,19810,45114,0,15112,3,1,17008,1,56.34943773,541180,,16554,12763,9981,14964,12.7,319578,0,57539,42589
GA-2-1988,1988,GA,13,44,2,0,5,96856,29982,200437,54284,0,0, , ,0,120748,18054,7650,8452,1.61,6244,41481,35801,11104,20950,56260,0,14440,2,1,3944,,49.52962896,549977,,33273,12881,6056,13929,12.7,275942,0,54532,43277
GA-3-1988,1988,GA,13,44,3,0,5,86481,29982,185711,50569,0,0, , ,0,110939,7008,17866,9373,1.61,11016,47925,35801,6698,19904,55700,0,16069,3,2,28398,,80.75022395,540865,,10862,10155,6062,16650,12.7,347251,0,62134,36232
GA-4-1988,1988,GA,13,44,4,0,5,73375,29982,69610,30353,1,0, , ,0,97932,1826,11963,26070,1.61,20662,43303,35801,785,20066,42534,0,24538,0,0,464,,690.8407643,542310,,839,11274,12345,10562,12.7,472836,463,75429,66582
GA-5-1988,1988,GA,13,44,5,0,5,86443,29982,357635,41968,1,0, , ,0,105506,1621,12818,17497,1.61,9956,45921,35801,367,21839,32543,0,15431,1,1,917,,1498.871935,550086,,94,11264,17137,19727,12.7,536846,0,58026,47604
GA-6-1988,1988,GA,13,44,6,0,5,71571,29982,81598,58293,1,0, , ,0,118722,2627,8975,12176,1.61,6419,38641,35801,3276,19738,57976,0,19410,1,1,1264,,167.5827228,549001,,4992,9928,26619,14214,12.7,317923,0,69256,52446
GA-7-1988,1988,GA,13,44,7,0,5,68785,29982,32902,52533,0,0, , ,0,109554,2607,7848,17176,1.61,7830,33821,35801,2416,17809,69315,0,20296,3,1,1200,,225.9573675,545913,,3843,8164,12844,13532,12.7,385768,0,73518,57099
GA-8-1988,1988,GA,13,44,8,0,5,101622,29982,191076,53749,0,1, , ,0,111290,10948,11077,9043,1.61,4267,46157,35801,13123,19511,54528,0,15075,0,0,950,1,41.28042368,541723,,25061,15569,8333,14673,12.7,261358,310,53634,37197
GA-9-1988,1988,GA,13,44,9,0,5,87830,29982,28424,74336,0,1, , ,0,115932,8478,5333,9999,1.61,4292,32795,35801,6467,18181,92638,0,16943,0,0,362,,85.32967373,551827,,16466,9281,6834,13058,12.7,122652,0,62029,42127
GA-10-1988,1988,GA,13,44,10,0,5,73747,29982,137282,49062,0,1, , ,0,106406,4639,13111,11601,1.61,12647,53579,35801,4218,18145,55415,0,17935,1,1,17257,,130.4464201,550223,,9105,22323,7407,14154,12.7,368950,1029,62600,46896
LA-1-1988,1988,LA,22,45,1,1,8,68766,30829,58205,30846,1,1, , ,0,76492,1803,8681,16284,57.97,20476,32581,9933,2577,15225,27167,0,22274,3,0,1370,,204.2887078,526452,146677720,932,8675,17445,10204,13.8,460350,0,68352,57722
LA-2-1988,1988,LA,22,45,2,1,8,95644,30829,307656,34885,1,1, , ,0,84702,1477,10586,11074,57.97,20290,42337,9933,319,17394,19905,0,14307,0,0,2413,,1646.407524,525204,,0,14357,15939,16062,13.8,524844,456,53975,43610
LA-3-1988,1988,LA,22,45,3,1,8,57977,30829,103465,47430,0,1, , ,0,107582,5094,4759,8503,57.97,8772,30243,9933,4528,17260,33536,0,20377,0,0,1257,,116.3480565,526824,,2882,8224,15681,10361,13.8,360443,0,53373,41122
LA-4-1988,1988,LA,22,45,4,1,8,93373,30829,165968,41181,0,0, , ,0,103701,4071,8892,10218,57.97,8943,37452,9933,6666,16591,35403,0,16862,3,2,17566,,78.77617762,525122,,5930,11969,7959,15079,13.8,343018,377,63891,43598
LA-5-1988,1988,LA,22,45,5,1,8,104910,30829,164774,36845,0,0, , ,0,106747,10476,5767,8530,57.97,3996,39024,9933,13174,15518,29067,0,14579,0,0,430,,40.01472598,527154,,17264,17739,6461,14274,13.8,250896,0,51375,37408
LA-6-1988,1988,LA,22,45,6,1,8,67030,30829,131845,33075,0,0, , ,0,99780,3633,4576,13106,57.97,10531,49669,9933,2559,17278,34472,0,20069,0,0,252,,205.0902696,524826,70715564,5473,27815,7797,13832,13.8,370353,0,58554,44515
LA-7-1988,1988,LA,22,45,7,1,8,73350,30829,105553,40514,0,1, , ,0,105845,6507,4503,8902,57.97,7313,32661,9933,7397,16797,27987,0,19622,0,0,265,,71.03785318,525467,25494452,12619,11361,10547,10638,13.8,328766,0,57134,45388
LA-8-1988,1988,LA,22,45,8,1,8,84104,30829,201006,37843,0,0, , ,0,109223,6647,6840,7045,57.97,5181,40933,9933,7303,16690,28537,0,15587,1,1,3278,1,71.86786252,524851,70715564,13845,17403,7205,14258,13.8,248639,338,49184,33373
MS-1-1988,1988,MS,28,46,1,1,8,99906,13650,124185,64419,0,0, , ,0,105950,8366,7185,6071,57.97,3201,33666,102698,10247,16041,71741,0,14300,0,0,346,,49.18337074,503982,,24214,10440,8127,13919,9.3,163377,0,47862,33606
MS-2-1988,1988,MS,28,46,2,1,8,99654,13650,294287,36805,0,0, , ,0,113445,15336,9230,5845,57.97,3684,38184,102698,11982,18110,34020,0,12204,0,0,254,,42.08345852,504244,,22226,10844,4994,16473,9.3,217774,0,37542,30323
MS-3-1988,1988,MS,28,46,3,1,5,95933,13650,161621,47738,0,0, , ,0,98954,7921,7707,8647,1.61,4196,38667,102698,9827,15262,48838,0,14696,2,2,5933,,51.39228656,505032,,18433,15698,7571,13645,9.3,205595,0,49026,36412
MS-4-1988,1988,MS,28,46,4,1,8,92951,13650,211274,41282,0,0, , ,0,95965,5332,7918,11921,57.97,3828,42529,102698,8075,17267,36693,0,15440,0,0,432,1,62.3273065,503293,,12142,17344,7934,13117,9.3,283586,443,49603,39651
MS-5-1988,1988,MS,28,46,5,1,5,72377,13650,95744,36656,0,1, , ,0,102849,4510,12347,7768,1.61,8618,39173,102698,7103,17072,38816,0,15990,6,1,15258,,70.96818246,504087,20006414,7743,9754,6929,15014,9.3,322473,837,62089,36301
NC-1-1988,1988,NC,37,47,1,0,5,93347,29810,188968,48545,0,1, , ,0,107333,17032,10078,6870,1.61,4792,47298,356980,9019,16973,50787,0,14783,2,1,12201,,59.4543741,536219,,27792,20247,5089,15748,8.9,163005,0,53546,42763
NC-2-1988,1988,NC,37,47,2,0,5,94584,29810,214999,56924,0,0, , ,0,108943,10664,6635,9697,1.61,5315,43941,356980,4481,17825,64206,0,16099,0,0,515,,119.6556572,536177,,24689,19481,6772,15156,8.9,262917,444,53007,41113
NC-3-1988,1988,NC,37,47,3,0,5,78001,29810,146879,54236,0,1, , ,0,109321,14795,8640,6755,1.61,8193,38923,356980,7232,14896,55774,0,14188,3,2,41799,,74.10730088,535944,,35565,15387,5010,14441,8.9,199769,0,50997,38562
NC-4-1988,1988,NC,37,47,4,0,5,72421,29810,105770,51521,0,0, , ,0,98392,6224,6714,14800,1.61,10863,63519,356980,3246,15535,66667,0,19912,0,0,436,1,164.3807763,533580,,14518,41270,7431,10422,8.9,296118,0,59955,48190
NC-5-1988,1988,NC,37,47,5,0,5,93880,29810,86859,75754,0,0, , ,0,106150,7005,3459,10862,1.61,4801,28337,356980,3644,14642,98679,0,17307,0,0,161,,146.8748628,535212,,20053,10236,11567,14232,8.9,242418,0,61862,41894
NC-6-1988,1988,NC,37,47,6,0,5,87753,29810,109555,69775,0,0, , ,0,104555,3835,4679,12640,1.61,5752,33533,356980,1632,15992,98305,0,18718,0,0,176,,324.53125,529635,,6850,12862,9851,12995,8.9,342892,0,65099,50980
NC-7-1988,1988,NC,37,47,7,0,5,64643,29810,147741,44245,0,1, , ,0,117226,6926,10521,8510,1.61,13884,40540,356980,3590,16716,46377,0,14922,2,2,43901,1,150.1545961,539055,,17471,13303,6184,16110,8.9,346122,310,55613,39431
NC-8-1988,1988,NC,37,47,8,0,5,99927,29810,107418,84070,0,0, , ,0,112507,6769,4713,8093,1.61,4043,31364,356980,5066,14730,103819,0,17058,1,1,610,,105.7131859,535543,,16434,11921,9057,12075,8.9,183005,801,63846,40613
NC-9-1988,1988,NC,37,47,9,0,5,77895,29810,125290,57550,1,0, , ,0,105030,3807,4576,18490,1.61,10873,33249,356980,1492,18972,67515,0,20040,0,0,372,1,359.4524129,536303,,5372,9701,13818,12038,8.9,386032,0,68593,60330
NC-10-1988,1988,NC,37,47,10,0,5,86035,29810,56403,93325,0,0, , ,0,110494,3835,2758,7127,1.61,4010,31894,356980,2680,14177,124002,0,17186,0,0,234,,198.8604478,532946,,6118,14959,7941,12645,8.9,249536,0,63087,38956
NC-11-1988,1988,NC,37,47,11,0,5,120192,29810,29172,65966,0,0, , ,0,102094,7054,6388,6732,1.61,5832,34586,356980,6763,14498,78418,0,15213,0,0,224,,78.53792696,531152,,13575,13700,5825,15410,8.9,151038,526,69378,36609
SC-1-1988,1988,SC,45,48,1,0,5,62264,10267,168107,33603,0,1, , ,0,100260,4460,21534,9653,1.61,12928,54608,20944,4469,15537,36431,0,16991,8,3,40154,,116.4383531,520363,,3456,17537,7435,14876,5.8,377488,244,60872,40096
SC-2-1988,1988,SC,45,48,2,0,5,67252,10267,180742,39409,0,0, , ,0,102800,4812,10475,17187,1.61,10625,60042,20944,3356,16180,42375,0,18085,2,1,12715,,155.7473182,522688,,6739,33387,6550,13214,5.8,351099,460,62674,43940
SC-3-1988,1988,SC,45,48,3,0,5,87158,10267,117814,75581,0,0, , ,0,107433,4936,5966,6886,1.61,4324,35201,20944,6163,14178,100560,0,17211,0,0,315,1,84.25766672,519280,,9027,15057,5330,13049,5.8,232833,0,59195,35590
SC-4-1988,1988,SC,45,48,4,0,5,85121,10267,100433,68816,0,0, , ,0,102449,2394,3170,9715,1.61,8075,26321,20944,2124,13918,92636,0,18074,0,0,268,,245.0682674,520525,,2765,9233,8299,12382,5.8,350166,0,63482,44129
SC-5-1988,1988,SC,45,48,5,0,5,83482,10267,168667,75327,0,0, , ,0,114415,5100,4487,6740,1.61,4637,32812,20944,6845,15112,96774,0,16784,1,1,5223,1,75.92636961,519716,,9041,13213,5038,15030,5.8,203114,0,55178,33850
SC-6-1988,1988,SC,45,48,6,0,5,77606,10267,212206,55058,0,1, , ,0,118460,10564,6042,7248,1.61,5491,35356,20944,7247,15216,61289,0,14988,1,1,3418,1,71.65006209,519248,,22567,14098,6086,16741,5.8,174553,0,50840,40014
TX-1-1988,1988,TX,48,49,1,1,13,135565,152838,103221,49587,0,0, , ,0,107391,9966,5605,7645,3.12,6136,33191,993895,13271,19157,51034,0,16376,3,0,331,,39.71275714,527028,,23709,8429,7442,10640,12.5,218163,0,66124,40759
TX-2-1988,1988,TX,48,49,2,1,13,97109,152838,81771,45065,1,0, , ,0,109565,6099,2979,7622,3.12,8612,33076,993895,13043,18706,47082,0,18281,0,0,148,,40.39193437,526832,90669169,11564,11391,9107,10343,12.5,211611,0,67606,40843
TX-3-1988,1988,TX,48,49,3,1,13,60754,152838,15907,18563,1,0, , ,0,91116,1243,5453,34809,3.12,23541,26763,993895,250,17395,55675,0,30405,0,0,183,,2108.472,527118,,312,3915,11133,5681,12.5,520669,0,75090,72607
TX-4-1988,1988,TX,48,49,4,1,13,119058,152838,73602,51055,1,0, , ,0,105170,5952,3639,11681,3.12,9225,29109,993895,6710,18996,57836,0,18592,0,0,179,,78.56512668,527172,,15734,6474,9589,9248,12.5,296360,78,70817,47983
TX-5-1988,1988,TX,48,49,5,1,13,74206,152838,103258,51297,1,0, , ,0,96128,2194,6317,21880,3.12,29342,29438,993895,362,20075,54430,0,18844,0,0,240,,1454.969613,526699,,344,3046,14285,9343,12.5,522506,0,65081,61771
TX-6-1988,1988,TX,48,49,6,1,13,104593,152838,57145,38684,1,0, , ,0,103173,8318,5284,12337,3.12,13046,41290,993895,10678,18973,39976,0,20238,0,0,941,,49.31859899,526624,90669169,18637,17033,10600,7828,12.5,287092,0,64493,45371
TX-7-1988,1988,TX,48,49,7,1,13,39334,152838,16393,22322,1,0, , ,0,101426,1998,3396,27058,3.12,39259,23582,993895,629,16470,48148,0,31395,0,0,193,,837.9697933,527083,90669169,723,3716,10413,5628,12.5,494515,0,72737,64075
TX-8-1988,1988,TX,48,49,8,1,13,38798,152838,87478,47034,1,0, , ,0,119170,1645,4496,12859,3.12,26550,26677,993895,639,18769,53276,0,24631,0,0,336,,825.399061,527430,90669169,406,3412,19963,9168,12.5,473886,0,65946,51881
TX-9-1988,1988,TX,48,49,9,1,13,76884,152838,112730,40976,1,1, , ,0,105833,2523,6584,12294,3.12,20478,39366,993895,1998,20654,50199,0,22957,0,0,817,,263.47998,526433,150952094,1209,12128,13254,12558,12.5,478011,0,69426,47730
TX-10-1988,1988,TX,48,49,10,1,13,72226,152838,54556,27679,1,0, , ,0,91577,4254,10776,17590,3.12,22614,74450,993895,4206,21984,29194,0,19457,1,1,4719,,125.3421303,527189,,6367,41690,5306,9845,12.5,424914,0,61360,50833
TX-11-1988,1988,TX,48,49,11,1,13,103635,152838,74438,35841,1,0, , ,0,96894,8589,11910,9965,3.12,18789,35709,993895,11474,16992,33772,0,15602,1,1,42402,,45.95807914,527323,,19911,6807,7120,10780,12.5,363412,1708,65194,42163
TX-12-1988,1988,TX,48,49,12,1,13,85894,152838,90927,53395,1,0, , ,0,102530,2069,8344,13370,3.12,20867,30093,993895,463,18011,66437,0,19069,1,1,4204,,1140.174946,527901,,584,3738,13103,9838,12.5,509491,0,69308,55639
TX-13-1988,1988,TX,48,49,13,1,11,105307,152838,27046,40576,0,0, , ,0,101635,16970,7101,10756,7.19,13892,36458,993895,34619,20931,33810,0,18620,1,1,8296,,15.21823276,526840,,24875,8426,10418,7756,12.5,394116,121,66264,54082
TX-14-1988,1988,TX,48,49,14,1,13,110730,152838,60706,42003,1,1, , ,0,109186,15347,4500,9399,3.12,13652,34563,993895,16679,21490,35043,0,18734,1,0,2729,1,31.59529948,526978,,32118,8573,6602,7533,12.5,274211,0,61543,45741
TX-15-1988,1988,TX,48,49,15,1,13,81828,152838,2179,36117,0,0, , ,0,140698,17851,5205,6971,3.12,70225,39301,993895,16880,27064,18524,0,13313,0,0,402,,31.22736967,527118,41057313,15123,7032,5689,13841,12.5,356851,0,40661,40929
TX-16-1988,1988,TX,48,49,16,1,12,57043,152838,19466,36999,1,0, , ,0,128913,2958,11137,9926,0.47,104632,38148,993895,16625,21462,32739,0,15476,1,1,19540,,31.72336842,527401,,1306,5549,8348,15150,12.5,493123,0,57423,41375
TX-17-1988,1988,TX,48,49,17,1,13,130974,152838,16823,42996,0,0, , ,0,101956,18184,5189,8729,3.12,10989,33488,993895,31592,19553,32482,0,16778,1,1,4981,1,16.67915928,526928,,39447,8746,8666,7130,12.5,304508,220,64566,43932
TX-18-1988,1988,TX,48,49,18,1,13,81120,152838,214798,57153,1,0, , ,0,102040,2011,5428,11796,3.12,69240,31121,993895,113,19293,40380,0,15449,0,0,82,,4668.584071,527550,90669169,0,6400,14993,12920,12.5,527534,0,48212,50692
TX-19-1988,1988,TX,48,49,19,1,13,71987,152838,27423,38366,0,0, , ,0,112170,17596,4447,11510,3.12,22020,36827,993895,15205,20685,30402,0,18294,1,1,3098,,34.71259454,527805,,24111,11695,8099,7140,12.5,408364,0,54067,55652
TX-20-1988,1988,TX,48,49,20,1,13,88971,152838,45643,36589,1,0, , ,0,106398,1759,19434,10347,3.12,50079,43511,993895,119,19201,24007,0,13809,3,3,24725,,4420.806723,526076,,0,4876,7022,12142,12.5,526086,0,58603,45691
TX-21-1988,1988,TX,48,49,21,1,12,100049,152838,15114,29043,1,0, , ,0,100979,8634,9955,16893,0.47,23453,39858,993895,44786,20608,23209,0,20869,2,2,5699,,11.76532845,526922,,12377,9295,7584,7310,12.5,394964,243,75002,53504
TX-22-1988,1988,TX,48,49,22,1,13,46933,152838,50529,32487,1,1, , ,0,92679,3439,4188,21747,3.12,42187,28974,993895,2143,17504,52158,0,25922,0,0,336,,245.7279515,526595,90669169,3854,7282,9518,7747,12.5,439278,0,64914,57967
TX-23-1988,1988,TX,48,49,23,1,13,57621,152838,21783,31419,1,0, , ,0,133938,6709,15856,10322,3.12,61365,45592,993895,12491,23286,20172,0,15889,3,2,16465,,42.18453286,526927,,6344,6450,8642,12574,12.5,437967,0,54814,44924
TX-24-1988,1988,TX,48,49,24,1,13,59402,152838,166842,53933,1,0, , ,0,115587,1859,9750,18726,3.12,24748,33870,993895,275,20757,56255,0,19536,1,1,1357,,1917.105455,527204,,26,3363,17663,9567,12.5,524963,677,60322,56953
TX-25-1988,1988,TX,48,49,25,1,13,49863,152838,131507,45085,1,0, , ,0,105586,1274,7627,13710,3.12,34446,35147,993895,268,20414,51969,0,23778,0,0,539,,1965.395522,526726,90669169,0,7106,15103,10890,12.5,525286,1007,68095,56052
TX-26-1988,1988,TX,48,49,26,1,13,52079,152838,18839,37631,1,0, , ,0,104923,3147,7341,17401,3.12,19390,38368,993895,1921,19422,64368,0,24199,0,0,951,,273.9281624,526216,,4458,11605,17271,7065,12.5,471203,0,73158,62978
TX-27-1988,1988,TX,48,49,27,1,13,72967,152838,14617,35458,0,1, , ,0,124067,7337,9029,10519,3.12,57436,40978,993895,4580,24583,26690,0,16048,3,2,4715,,115.081441,527073,41057313,5354,7366,7319,13166,12.5,453630,0,55031,46281
KY-1-1988,1988,KY,21,51,1,0,4,115615,23445,46413,48107,0,0, , ,0,100200,11011,7097,6672,21.93,4333,31625,62391,9132,13710,42575,0,16457,1,1,11620,,57.5825668,525844,,46688,10818,7962,19233,20.4,209365,0,58489,37129
KY-2-1988,1988,KY,21,51,2,0,4,82125,23445,31614,50677,0,0, , ,0,101563,13268,8667,7125,21.93,6692,32027,62391,6790,13752,52322,0,15815,1,1,23575,,76.67658321,520634,,58776,9608,6164,19098,20.4,230410,0,54489,38549
KY-3-1988,1988,KY,21,51,3,0,4,103905,23445,104704,48077,1,0, , ,0,75440,1233,8417,14674,21.93,7028,32917,62391,159,15865,56210,0,18437,1,0,474,,3283.150943,522021,,41,8635,9788,21129,20.4,519687,363,67524,48504
KY-4-1988,1988,KY,21,51,4,0,4,81370,23445,12505,43697,0,0, , ,0,93438,5309,7460,15321,21.93,6031,29293,62391,2540,13897,53119,0,21251,0,0,470,,206.0318898,523321,,20055,7936,12644,14619,20.4,359467,0,68585,50492
KY-5-1988,1988,KY,21,51,5,0,4,99128,23445,10929,48052,0,0, , ,0,111577,12834,4258,4762,21.93,2183,26897,62391,9473,13903,36327,0,11578,0,0,182,,55.27815898,523650,,56396,8736,7153,20635,20.4,98878,0,48120,31006
KY-6-1988,1988,KY,21,51,6,0,4,84994,23445,47996,41331,0,0, , ,0,93368,12662,7240,10947,21.93,6359,52741,62391,3993,16095,46945,0,17767,2,0,429,,129.9797145,519009,,37671,29406,5877,15136,20.4,332951,894,60860,45067
KY-7-1988,1988,KY,21,51,7,0,4,85002,23445,5128,40660,0,0, , ,0,113996,5318,4819,4730,21.93,1936,27503,62391,7585,13569,24524,0,14311,0,0,196,,69.38668425,526298,,24962,9115,9344,19757,20.4,111425,0,49194,28980
MD-1-1988,1988,MD,24,52,1,0,2,85235,19362,97677,40994,0,1, , ,1,108538,11722,23948,8894,16.53,9790,57744,34476,4653,21603,36219,0,19978,4,1,8985,,113.0730711,526129,,24301,12193,8819,16540,18.6,145949,813,67819,43045
MD-2-1988,1988,MD,24,52,2,0,2,74833,19362,28137,41551,0,0, , ,1,93152,2712,13716,18458,16.53,18303,47044,34476,722,22550,56841,0,24190,0,0,1670,,729.3407202,526584,,2948,10778,11320,14921,18.6,452985,215,76827,53290
MD-3-1988,1988,MD,24,52,3,0,2,118542,19362,84424,34504,1,0, , ,1,75542,1063,17954,16509,16.53,27838,55102,34476,154,22276,41396,0,21444,0,0,1629,,3424.006494,527297,36425293,30,14872,11270,15359,18.6,522014,0,69689,48971
MD-4-1988,1988,MD,24,52,4,0,2,52181,19362,108156,30660,0,0, , ,1,104024,2151,44626,13821,16.53,18247,79649,34476,624,22278,30088,0,24892,8,3,19538,,842.1057692,525474,,1934,12745,13467,12020,18.6,467507,0,76987,46832
MD-5-1988,1988,MD,24,52,5,0,2,47581,19362,183878,27586,0,0, , ,1,99727,1930,63135,15592,16.53,33656,103521,34476,308,25779,17927,0,25635,2,0,4094,,1712.350649,527404,,1040,14607,13285,12510,18.6,509144,0,69225,48119
MD-6-1988,1988,MD,24,52,6,0,2,86055,19362,20010,41244,0,0, , ,1,108050,7196,17147,10598,16.53,9928,51204,34476,3116,23054,45280,0,22043,1,1,2433,,169.5503851,528319,,14388,11003,10091,12240,18.6,240275,0,70853,44796
MD-7-1988,1988,MD,24,52,7,0,2,91673,19362,386658,43439,1,0, , ,1,109013,1000,19941,11077,16.53,10768,65021,34476,49,27877,34501,0,15072,2,0,587,,10773.63265,527908,36425293,10,17203,10724,26992,18.6,527409,278,56727,32488
MD-8-1988,1988,MD,24,52,8,0,2,78000,19362,48478,14720,0,0, , ,1,90706,1755,55704,20670,16.53,67051,82149,34476,213,21143,17488,0,33404,0,0,4306,,2478.215962,527860,,283,5302,5981,8318,18.6,521605,0,72668,48641
OK-1-1988,1988,OK,40,53,1,0,11,85665,29628,47817,37839,1,0, , ,0,91773,2019,4818,15674,7.19,10286,26006,9108,2146,16499,49811,0,20138,1,0,203,,234.7870457,503853,,3196,4689,14390,8796,12.9,445043,0,70363,53314
OK-2-1988,1988,OK,40,53,2,0,11,106860,29628,22716,40772,1,0, , ,0,108693,8561,6621,8009,7.19,4137,34788,9108,11148,17953,41449,0,15965,0,0,144,,45.30588446,505070,,31647,10214,8256,11356,12.9,205644,202,65035,37465
OK-3-1988,1988,OK,40,53,3,0,11,123425,29628,22392,38470,1,0, , ,0,100378,10057,8852,7267,7.19,6348,45390,9108,17313,18495,31532,0,14125,1,0,348,,29.1265523,504268,,32876,18043,6801,11355,12.9,237321,0,61528,36066
OK-4-1988,1988,OK,40,53,4,0,11,75726,29628,31904,33422,1,0, , ,0,103654,7331,17696,10082,7.19,15267,52142,9108,8253,18087,28333,0,17825,3,3,25767,,61.29334787,505854,,16850,16359,8032,9552,12.9,373928,0,64070,44256
OK-5-1988,1988,OK,40,53,5,0,11,97808,29628,30655,32598,1,0, , ,0,86956,4044,9982,17508,7.19,12628,37393,9108,4157,14892,37948,0,20839,0,0,1231,,121.0161174,503064,,7841,12519,8318,7408,12.9,443438,0,70976,53404
OK-6-1988,1988,OK,40,53,6,0,11,111502,29628,49326,37829,1,0, , ,0,95910,16935,11740,10333,7.19,7628,41454,9108,25638,19313,25706,0,17687,1,1,2644,,19.62637491,503181,,37464,10401,10466,6742,12.9,329688,423,64740,44921
TN-1-1988,1988,TN,47,54,1,0,6,91096,28086,9876,58530,0,0, , ,0,103797,6182,8274,6970,0.13,3327,33400,261151,3958,17039,73126,0,15374,1,0,168,,129.5356241,512702,,26041,8087,6776,19267,17.3,247075,474,64788,38508
TN-2-1988,1988,TN,47,54,2,0,6,94058,28086,33611,47479,0,0, , ,0,96447,3659,13855,9693,0.13,5309,45988,261151,2814,17322,50127,0,17196,0,0,355,,181.3066809,510197,,8424,14811,8087,15604,17.3,317476,0,62526,46155
TN-3-1988,1988,TN,47,54,3,0,6,89884,28086,63799,50355,0,0, , ,0,97876,2627,18312,12145,0.13,6209,45060,261151,2625,19913,58928,0,17741,0,0,149,1,196.8350476,516692,,5854,6835,7450,17145,17.3,351179,0,65500,39696
TN-4-1988,1988,TN,47,54,4,0,6,97159,28086,19347,64615,0,0, , ,0,108283,10030,8284,6030,0.13,3258,33428,261151,9445,17856,69645,0,13733,1,0,343,1,54.07432504,510732,,40897,7288,7155,19575,17.3,135406,0,54635,31627
TN-5-1988,1988,TN,47,54,5,0,6,93512,28086,111164,39873,1,0, , ,0,80948,2787,8662,17784,0.13,8200,44439,261151,977,20545,43408,0,19528,0,0,459,,526.9518936,514832,,5260,15232,11866,13317,17.3,482151,446,64317,52924
TN-6-1988,1988,TN,47,54,6,0,6,88111,28086,37191,59001,0,0, , ,0,102161,8530,10129,10724,0.13,4834,37903,261151,6381,16426,66120,0,17325,0,0,302,1,80.2076477,511805,,37791,11348,8609,15059,17.3,231137,601,57713,42991
TN-7-1988,1988,TN,47,54,7,0,6,72223,28086,59759,46807,1,0, , ,0,98245,6150,10792,11748,0.13,7028,38810,261151,7723,18101,54643,0,18411,1,1,10996,,65.22543053,503736,,21808,9917,10020,14881,17.3,256215,0,58557,42514
TN-8-1988,1988,TN,47,54,8,0,8,103698,28086,101038,55482,1,0, , ,0,99966,8307,7559,7620,57.97,4042,33918,261151,7029,18227,62108,0,15200,3,1,12126,,71.83710343,504943,,29598,8132,6668,16988,17.3,247393,0,53279,39140
TN-9-1988,1988,TN,47,54,9,0,8,97499,28086,289023,42843,1,0, , ,0,93051,1206,11459,10778,57.97,6162,41626,261151,205,21433,33024,0,15230,1,0,340,,2465.760976,505481,,0,8734,14942,21126,17.3,505541,885,54965,45839
WV-1-1988,1988,WV,54,56,1,0,4,103862,11951,7935,44130,0,0, , ,0,93859,1798,4821,6900,21.93,7279,28872,2825,3376,13738,48379,0,18747,0,0,145,,144.7180095,488568,,5424,10313,6780,15614,28.9,253459,216,67740,36137
WV-2-1988,1988,WV,54,56,2,0,4,95572,11951,15340,39890,0,0, , ,0,97228,6801,8254,5193,21.93,6142,40963,2825,10685,13192,28132,0,15716,1,0,457,,45.61890501,487438,,15255,19517,7776,16344,28.9,100061,405,58529,29449
